address,name,rate,votes,location
"502, 4th C Cross, HRBR Layout 2nd Block Extension, Kalyan Nagar, Bangalore",Wokanaka - The Casual Chinese Pitstop,4.1,223,Kalyan Nagar
"414, 5th D Main Road, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore",Maraheb Restaurant,4.2,219,Kalyan Nagar
"2075, 4th Cross, 2nd Block, HRBR Layout Kalyan Nagar, Bangalore",Beijing Bites,0.0,0,Kalyan Nagar
"100G, Opposite Grace Apartments, Hennur Road, Kalyan Nagar, Bangalore",Paradox Rest-O-Cafe,3.7,124,Kalyan Nagar
"644, 4th Main, OMBR Layout, Banaswadi, Bangalore",Kenny's Restaurant,3.4,38,Banaswadi
"84, Jayalakshmi Building, Kammanahalli Main Road, Kammanahalli, Bangalore",Anand Sweets and Savouries,4.0,99,Kammanahalli
"401, 5th Main, 2ND Block, HRBR Layout, Kalyan Nagar, Bangalore",The ThickShake Factory,4.1,107,Kalyan Nagar
"5AC-995, 1st Block, HRBR Layout, Outer Ring Road, Kalyan Nagar, Bangalore",The French Corner,3.4,10,Kalyan Nagar
"G9, Outer Ring Road, Beside HDFC Bank, Manyata Tech Park, Nagawara, Bangalore",Punjab Bistro,4.0,165,Nagawara
"41, Ramamurthy Nagar Main Road, Rammurthy Nagar, Bangalore",Hotel The Shack,3.9,116,Rammurthy Nagar
"Near Elements mall Thanisandra Main Road, Nagawara, Bangalore",Night Food Joint,2.9,619,Nagawara
"Shop number 2, Number 59, 4th Cross, Muninajapa Layout, Rammurthy Nagar, Bangalore",Art of Biryani & Curries,3.4,9,Rammurthy Nagar
"2nd Floor, 5M-402/A, HRBR 2nd Block, 5th Main Road, Kalyan Nagar, Bangalore",Vera Italiano,4.1,198,Kalyan Nagar
"Opposite Element Mall, Nagawara, Bangalore",Punjabi Tadka,3.4,31,Nagawara
"4, Opposite Lumbini Garden, Service Road, Veerannapalya, Outer Ring Road, Nagawara, Bangalore",Rasapoorna,3.2,6,Nagawara
"1-M, 404, Masand Square, Opposite Sobha Supermarket, Hennur Main Road, HRBR Layout, Kalyan Nagar, Bangalore",Chulha Chauki Da Dhaba,4.1,1208,Kalyan Nagar
"#406, 5th Main Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043 , Bengaluru",The Urban Roof,3.9,77,Kalyan Nagar
"100/1, Horamavu Main Rd, Munireddy Layout, Horamavu, Banaswadi, Bangalore",Udupi Gardenia,3.4,19,Banaswadi
"213 CMR Road 3rd Block 4th Cross, HRBR Layout, Bangalore, Kalyan Nagar, Bangalore",S L V Food Joint,3.4,14,Kalyan Nagar
"5M-413, 5th Main Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Sherlock's Pub,3.8,360,Kalyan Nagar
"5 AM - 401, 1st Floor, Near Axis Bank, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Cake House - Story Cafe,3.9,78,Kalyan Nagar
"505, CMR Road, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore",Khan Saheb Grills and Rolls,3.1,34,Kalyan Nagar
"604,4th Cross, Block 2, Kalyan Nagar, Bangalore",Venky's Xprs,3.7,35,Kalyan Nagar
"2116, HRBR Layout, 2nd block, Kalyan Nagar, Bangalore",Marakachi,3.7,83,Kalyan Nagar
"5, 3 Cross, Veereanapallaya Main Road, Banaswadi, Bangalore",Eat Well,3.6,113,Banaswadi
"310, 3rd Block, Kammanahalli Service Road, Opposite Indo Asian Academy, Ring, HBR Layout, Bangalore Road",FireHouse - Bar & Kitchen,3.9,751,HBR Layout
"5M - 407, NGEF, BDA Layout, Kasturi Nagar, Rammurthy Nagar, Bangalore",Samprith Gowdru Mudde Hotel,3.5,16,Rammurthy Nagar
"Shop 1, Site 4, Kacharkanahalli Village, HBR Layout, Bangalore",Shanghai Times,3.5,9,HBR Layout
"KA Residency, JMJ Hospital Road, Nagawara, Bengaluru",Foodie's Affair,3.5,22,Nagawara
"3, 2nd Main, Hoysala Nagar, Rammurthy Nagar, Bangalore",Tandoor Bhatti,0.0,0,Rammurthy Nagar
"No. 301, 2nd 'F' Cross, 3rd Block, H.R.B.R Layout, Kammanahalli, Bangalore",Sanju's Super Kitchen,3.3,5,Kammanahalli
"Bhuvanagiri Main Road, OMBR Layout, Kasturi Nagar, Banaswadi, Bangalore",DinePost9,3.9,367,Banaswadi
"9M - 220, Diya Arcade, 1st Block, 9th Main, Kalyan Nagar, Bangalore",Delicious Momos,3.9,48,Kalyan Nagar
"302, 5th Main, HRBR Layout, Kalyan Nagar, Bangalore",My China,3.0,14,Kalyan Nagar
"1, MSR Building, Ramurthy Nagar Main Road, Banaswadi, Bangalore",Reddy's Naati Mane,3.4,15,Banaswadi
"93, Opposite Elements Mall, Nagawara, Bangalore",Wok N Roll,3.9,82,Nagawara
"351, Hennur Main Road, Oppsite Reliance Fresh, Hennur, Bangalore",Bangalore Vibes,3.2,4,Hennur
"1st Block, Bapunagar, HRBR Layout, Kalyan Nagar, Bangalore","Cakes, Crumbs & Magic",3.3,4,Kalyan Nagar
"32/2A ,4th Main Road , Chelikere , Hennur Cross, Ring Road, Kalyan Nagar, Bangalore",The Flavours,3.2,7,Kalyan Nagar
"256, 10th Main, 100 Feet Road, HRBR Layout, Kalyan Nagar, Bangalore",Biryani Treats,2.6,45,Kalyan Nagar
"434, 9th A,Main Road, HRBR Layout 1st Block, Kalyan Nagar, Bangalore",Chai Kada,3.6,10,Kalyan Nagar
"2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Paper Cup Cafe,3.5,11,Kalyan Nagar
"5C-829, 9th Main, 1st Block HRBR Layout, Kalyan Nagar, Bangalore",OvenTreats - Patisserie.Bistro,4.0,81,Kalyan Nagar
"01, Ground Floor, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Parantha Singh,3.7,31,Kalyan Nagar
"104, Chelekere, Kalyan Nagar, Bangalore",Crunchees Cafeteria,3.4,11,Kalyan Nagar
"6, Hennur Village, Kalyan Nagar Post, Near Government School, Opposite To Sarawathi Clinic, Kalyan Nagar, Bangalore",Samosa Singh,0.0,0,Kalyan Nagar
"5th, A Cross, HRBR 1st Block, Kalyan Nagar, Bangalore",F Juice,0.0,0,Kalyan Nagar
"Deccan Suites, 3, Hennur Main Road, Next to Teachers Academy, HBR Layout, Bangalore",Nalukettu,3.5,4,HBR Layout
"324/1, 5th Main, OMBR Layout, Lal Bahadur Nagar, B Channasandra, Banaswadi, Bangalore",Urban Kitchen,3.4,6,Banaswadi
"97/34, Chellekere, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore",Kabsa House,3.6,24,Kalyan Nagar
"15, Chikka Banaswadi Main Road, OMBR Layout, Banaswadi, Bangalore",Cafe China,3.7,42,Banaswadi
"#11 Grace Complex, CMR Road, 5th Main, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Alibaba Cafe and Restaurant,2.9,56,Kalyan Nagar
"Next to Manyata Tech Park, Outer Ring Road, Nagawara, Bangalore",Chaatimes,3.6,27,Nagawara
"405, 5th Main, HRBR 2nd Block, Kalyan Nagar, Bangalore",Al Karim,3.7,90,Kalyan Nagar
"633/2, Ground Floor Geddalahalli, Hennur Main Road, Hennur, Bangalore",The Second Wife,3.7,68,Hennur
"345, 6th cross, 10th Main, Maruthi Layout, Hennur-Cross",Silver Spoon Restaurant,3.2,55,Hennur
"282/366, Nanjappa Garden, Agara Main Road, Babusapalya, Kalyan Nagar, Bangalore",Sri Banasankri Donne Biriyani,3.4,6,Kalyan Nagar
"Opposite Royale Concorde, School, Chelekere Main Road, Kalyan Nagar, Bangalore",Al Madhina Roll House,3.4,6,Kalyan Nagar
"97/34, HRBR Layout, 2nd Block,Kalyan Nagar, Bangalore",Meat Up Barbecue & More,3.7,17,Kalyan Nagar
"432, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Sweet Chariot,2.8,60,Kalyan Nagar
"36/7, Near New Baldwin School, Narayanapura Cross, Hennur - Bagalur Main Road, baddahalli, Hennur, Bengaluru",Skanda Cafe,3.5,15,Hennur
"138, 20th Cross, 5th Block, HBR layout, Nagawara, Bangalore",Gundappa Donne Biryani Mane,3.4,55,Nagawara
"180, 1st Floor, Punappa Layout, Above Apollo Gym, HBR Layout, Bangalore",Happy Eats,0.0,0,HBR Layout
"11/A, 5th Cross, 5th Main, Thanisandra Main Road, Nagawara, Bangalore",Didi's Kitchen,3.1,8,Nagawara
"Shop 5, First floor, OMBR Layout, Banaswadi, Bangalore",New York Burrito,3.1,7,Banaswadi
"507, First Floor, 4th Cross, 2nd Block, CMR Road, Kalyan Nagar, Bangalore",The Grill House,4.0,178,Kalyan Nagar
"7, 7th Cross, Nanjappa Garden, Near Kalyan Nagar Bus Stop, Banaswadi, Bangalore",Kolkata Famous Kati Rolls,3.1,4,Banaswadi
"3, 3rd Main Road, Kammanahalli, Bangalore",Le Roll Cafe,3.9,52,Kammanahalli
"15, 5th Main Road, KEB Road, Near Kullappa Circle, HRBR Layout, Kammanahalli, Bangalore",SS Bucket Biryani,4.0,161,Kammanahalli
"83, St. Thomas Town, Kammanahalli Main Road, Kammanahalli, Bangalore",Nandhana Palace,4.1,737,Kammanahalli
"33/4, Near Sathya Hospital, Main Road, Kammanahalli, Bangalore",Raidan Restaurant,3.9,247,Kammanahalli
"80 Feet Road, 1st Stage, Opposite BDA Complex, HBR Layout, Bangalore",Angaar Indian Grill & Restaurant,3.9,121,HBR Layout
"1783, 3rd Main Road, Saint Thomas Town, Kammanahalli, Bangalore",Delicious Momos,4.1,109,Kammanahalli
"4C/1008, 1st Block, HRBR Layout, Horamavu Signal Road, Banaswadi, Bangalore",Donne Biriyani Mane,3.8,161,Banaswadi
"Building 5M, Shop 126, East of NGEF, 5th Main Road, Kasthuri Nagar, Banaswadi, Bangalore",Wolga Restaurant,3.4,6,Banaswadi
"3157, 2nd Block, Near Petrol Pump, HBR Layout",Fatty Chang,3.2,4,HBR Layout
"4 C/323, 4th Main Rd, OMBR Layout, Banaswadi, Bangalore",Whistling Tandoor,3.1,22,Banaswadi
"72/4, 2nd Floor, Pilla Reddy Nagar, 5th Main, 8th Cross, OMBR Layout, Banaswadi, Bangalore",Healthy Hawker,0.0,0,Banaswadi
"Near More Super Market, 100 Feet Road, Banaswadi, Bangalore",Sri Sai Grand,3.6,73,Banaswadi
"15, 5th Main Road, Kammanahalli, Bangalore",SHAIK's DYNASTY,3.2,6,Kammanahalli
"43, Horamavu Main Road, Coconut Grove Layout, Ashirvad Colony, Banaswadi",Lassi Shop,3.5,7,Banaswadi
"40, Umar Bin Khattab Masjid Complex, AC Post, Nagawara Main Road, Nagawara, Bangalore",Hotel Hyderabadi,3.2,4,Nagawara
"9, Green Park Avenue, Near Indian Bank, Dodda Banaswadi Main Road, Ramamurthy Nagar",Raees Restaurant,3.3,6,Banaswadi
"11/1, 5th Main, 6th cross, KEB Road, Kammanahalli, Bangalore",Doner Bel,3.6,17,Kammanahalli
"123, Hennur Main Road, Hennur, Bangalore",Hotel AL-Zaioa,0.0,0,Hennur
"156, Kammanahalli, Bangalore",Bangarpet Chats,0.0,0,Kammanahalli
"Indra Street, RS Palya Extension, Kullappa Circle, Kammanahalli, Bangalore",CutePorkie,3.3,4,Kammanahalli
"Shop 3GC - 441, Kenpe Gowda, Under Pass Road, Uttam Sagar Road, Ramamurthy Nagar, Banaswadi, Bangalore",Heaven Biryani And Shawarma,0.0,0,Banaswadi
"Near Banaswadi Post Office, 100 Feet Road, Banaswadi, Bangalore",Papanna's Biriyani,3.7,39,Banaswadi
"48, 2nd Cross, Jananeshwari Layout, Thindlu, Vidyaranyapura post, Banaswadi, Bangalore.",Multi Ruchish,0.0,0,New BEL Road
"125/126,141/142, 80 Feet Road, Near BDA Complex, 3rd Block, HBR Layout, Bangalore",Moghul's Restaurant,3.0,49,HBR Layout
"429, 7th Main, Outer Ring Road, Kalyan Nagar, Bangalore",Kings Court,3.1,12,Kalyan Nagar
"Outer Ring Road, Near Kalyan Residency Road, Kalyan Nagar, Bangalore",Midnight Food Point,2.7,37,Kalyan Nagar
"2/13/1/2, Near Anam Layout, Ashwath Nagar 2nd Stage, Nagawara, Bangalore",Delhiz Taste,3.5,13,Nagawara
"245/316, 12th Cross, HBR Layout, 4th Block, 1st Stage, Murthi Layout, Hennur Gardens, Hennur, Bangalore",Sulemani Chichas,0.0,0,Hennur
"5AC-430, 4th Floor, 5th A Cross, HRBR 2nd Stage, Kalyan Nagar, Bangalore",Hoppipola,4.4,816,Kalyan Nagar
"5, Radiant Daffodils, Opposite SBT Bank, Horamavu Main Road, Banaswadi, Bangalore",Curries & Chillies,3.0,20,Banaswadi
"MS Ramaiah North City, Manayata Tech Park, Nagavara Bengaluru, Nagawara, Bangalore",7Biryanis,3.2,4,Nagawara
"62/4, Above ICICI bank, Near Elements Mall, Thanisandra Main Road, Bharath Nagar, Manayata Tech Park, Sinthan Nagar, Nagawara, Bangalore",Namak,3.1,5,Nagawara
"4C/211, 3rd Block, 4th Cross, Harbour Layout, CMR Road, Kalyan Nagar, Bangalore",The French Loaf,3.5,17,Kalyan Nagar
"4/1, 2nd Floor, HRBR Layout, 2nd Block, Kammanahalli, Bangalore",Twins,3.8,139,Kammanahalli
"Oil Mill Road Corner, Kammanahalli, Bangalore",Davis Bar And Restaurant,3.0,31,Kammanahalli
"2,Kanka Sree Layout,Kothanur Post, Hennur, Bangalore",Cottage Loaf,4.0,50,Hennur
"Royal suits hotel, Kalyan Nagar.",The Pakoda Shop,3.4,12,Kalyan Nagar
"Service Road, MS Ramaiah North City, Near Manayata Tech Park, Nagawara, Bangalore",Farha Real Taste Of Kerala,3.1,6,Nagawara
"3/C, 2nd Block, 3rd Cross, HRBR Layout, Kalyan Nagar, Bangalore",Lassi Corner,3.4,19,Kalyan Nagar
"13, Kammanahalli, Bangalore",Kaapikada,0.0,0,Kammanahalli
"43, Temple Street, RS Palya Main Road, Kammanahalli, Bangalore",Mitraa Da Pizza,0.0,0,Kammanahalli
"7, 3rd Cross, Chinnappa Layout, Opposite Sansar Collections, Kammanahalli, Bangalore",Sangam Mess,4.2,216,Kammanahalli
"65, Near Sathya Hospital, Kammanahalli Main Road, Kammanahalli, Bangalore",Abhiruchi,3.8,164,Kammanahalli
"959, 5th Main, 2nd Block, Kammanahalli, Bangalore",Kannur Restaurant,3.7,50,Kammanahalli
"Ground Floor, 5M-403, 5th Main, 2nd Block, Hennur, Banaswadi Road, HBR Layout, Bangalore",Karachi Bakery,0.0,0,HBR Layout
"1, 5th Main, 5th Cross, KEB Road, Kammanahalli, Bangalore",Al Ameen Rolls Corner,3.7,16,Kammanahalli
"38, First Floor, Kammanahalli Main Road, Kacharakanahalli, St. Thomas Town Post, Kammanahalli, Bangalore",Mojo Pizza - 2X Toppings,4.1,91,Kammanahalli
"306, Ground Floor, HRBR Layout, Hennur Main Road, Kammanhalli Bangalore, Kammanahalli, Bangalore",Have More,3.9,198,Kammanahalli
"4M-408, HRBR Layout, 2nd Block, Kammanahalli Main Road, Kammanahalli, Bangalore",Gold Line Breadz,3.7,53,Kammanahalli
"No 301, Thanls Court, 4th Cross Ombr Layout, Banaswadi",Bucket Biriyani,3.5,14,Banaswadi
"12, 1st Cross Rd, B.Y. Narayana Reddy Layout, Nanjappa Garden, Horamavu, Banaswadi, Bengalore",Shiva's Naram Garam,3.3,4,Banaswadi
"143, Near Wadddradalya Bus Stop, Horamavu Agara Main Road, Horamavu, Banaswadi, Bangalore",Sneha Fast Food,0.0,0,Banaswadi
"3, Maruthi Corner, Chairman Layout, Banaswadi, Bangalore",ILA Kitchen,3.7,14,Banaswadi
"23/1, Nehru Road, Saint Thomas Town Post, Kammanahalli, Bangalore",Cafe Beirut,3.7,41,Kammanahalli
"HBR Layout, Bangalore",Creamyum,4.0,95,HBR Layout
"475,Hennur Bridge, Service Road, Near Masjid, HBR Layout, Bangalore",Malabar Food Court,3.4,7,HBR Layout
"Nehru Road Building number 90 kammanahalli Kammanahalli, Bangalore",Cluxi,3.6,15,Kammanahalli
"229, HRBR Layout, 1st Block, Banaswadi, Bangalore",Orchid Wine And Dine,3.0,9,Banaswadi
"Shop 1, 39/1, Hennur Main Road, Opposite D Mart, Hennur, Bangalore",Sandesh,3.1,16,Hennur
"1, Maruthi Plaza, 9th B Main, Chairman Layout, Banaswadi, Bangalore",Rolls On Wheels,2.8,69,Banaswadi
"#4, C-118, Next to HDFC Bank, OMBR Layout, Near Vincent Pallotti Church, Banaswadi, Banaswadi, Bangalore",Taste Of The Nation,3.0,110,Banaswadi
"131, 2nd Main Road, Kasturi Nagar, Opposite Channasandra Bus Stop, Banaswadi, Bangalore",Kartik,3.4,6,Banaswadi
"3, Maruthi Corner, Near Food World, 9th B Main, Chairman Layout, Banaswadi, Bangalore",Leela's Kitchen,3.8,104,Banaswadi
"13, 3rd Cross Road, St Thomas Town, Ramaiah Layout, Kacharakanahalli, Kammanahalli, Bangalore",Kenriy The Restro,3.3,6,Kammanahalli
"691, Service Road, Next To Masjid-e-Yousuff, Hennur Signal Service Road, HBR Layout, Bangalore",Mazedaar,3.2,10,HBR Layout
"Hennur Bunde Bus Stop, Hennur Main Road, Hennur, Bangalore",Shammah's,3.3,21,Hennur
"18, Ramesh Kumar Road, Kammanahalli, Bangalore",Sprinkled,3.8,17,Kammanahalli
"89, 5th Main Road, Kammanahalli, Bangalore",Hayaat,3.4,7,Kammanahalli
"Main Road, Kammanahalli, Bangalore",Pig Out,3.2,9,Kammanahalli
"4th Cross, CMR Law Collage, OMBR Layout, Banaswadi, Bangalore",Delish Chinese Fast Food,3.2,4,Banaswadi
"6th Main Road, 1st Block, Kadugondanahalli, HBR Layout, Bangalore",Creme Bliss,3.9,42,HBR Layout
"623, 5th Main Road, OMBR Layout, Beside Axis Bank, Kasturi Nagar, Banaswadi, Bangalore",Zam Zam Restaurant,3.1,7,Banaswadi
"159, Subbannapalya Extension, 7th Main, 80 Feet Road, Banaswadi, Bangalore",Ahmad's Chicken Hut,3.2,9,Banaswadi
"89/2, 3rd Main, Diagonal Road, Ramaiah Layout, Old Nilgiris Road, Kacharakanahalli, Kammanahalli, Bangalore",Ocean's Delight,3.4,13,Kammanahalli
"727/45, 2nd Cross, 5th Main, HRBR Layout, Kammanahalli, Bangalore",Sidekicks,3.4,9,Kammanahalli
"5, 1/11, Hennur Bande Main Road, Near Hennur Bus Stop, Hennur, Bangalore",Hot Momos,0.0,0,Hennur
"76, Ramya Nilayam, Poojappa 2nd Cross, R.S.Palya, Kammanahalli, Bangalore",Opt For Fitness,3.4,7,Kammanahalli
"Number 122, Opposite Seethapama, Kalyana Mantapa, Banaswadi, Bangalore",7 Spice,3.4,5,Banaswadi
"Shop 900-2/1, Opposite Banjara Apartment, Hennur Cross, Hennur, Bangalore",Flayvours4u,3.2,27,Hennur
"180 ,1st Floor, Above Apollo GymPunappa Layout, Hennur, Bangalore",Innate,3.0,8,Hennur
"216/1, Near Aiyappa Temple, Ubbaiannapalya, Banaswadi, Bangalore",Panchamukhi Sagar,3.2,4,Banaswadi
"663, Ground Floor, 5th Main Road, OMBR Layout, Banaswadi, Bangalore",Biriyummy,3.3,6,Banaswadi
"Shop 339, Ombr Layout, 4TH Main Road Next To Cmr Law Collage, Banaswadi, Bangalore",Lassi House,0.0,0,Banaswadi
"4th Cross, OMBR Layout, Banaswadi, Bangalore",Chickmate,3.4,6,Banaswadi
"1, MKV Building, 4th Cross, OMBR Layout, 60 Feet Road, Banaswadi, Bangalore",Cafeteria Al - Falah,3.3,5,Banaswadi
"21/1, First Cross, Bhaskar Reddy Building, Lakshmama Layout, Banaswadi, Bangalore",Grow Fit,3.8,68,Banaswadi
"4th Cross, CMR LAW Collage, OMBR Layout, Banaswadi, Bangalore",Delish Chinese Fast Food,3.2,4,Banaswadi
"Opposite MM Square, Near Chaya Super Speciality Hospital, Channasandra, Banaswadi, Bangalore",Sri Datta Biryani House,3.5,54,Banaswadi
"421, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Bottoms Up Resto Bar,3.9,248,Kalyan Nagar
"2nd Main, East of NGEF Layout, Kasturi Nagar, Banaswadi, Bangalore",SK Tiffins Corner,3.3,4,Banaswadi
"2, Narayanpura Cross, Hennur, Bangalore",Jiffy Cafe,3.4,6,Hennur
"Balaji Layout, OMBR Layout, Banaswadi, Bangalore",Havmor,3.1,27,Banaswadi
"Opposite Airtel Showroom, 2A Cross, East of NGEF, 2nd Main Road, Kasturi Nagar Banaswadi, Banaswadi, Bangalore",Victoria Terminus,2.9,54,Banaswadi
"28/2, Shop 2, Hennur Bande Opposite Holy Redeemer Church, Hennur, Bangalore",Tawa Fresh,3.4,12,Hennur
"Building number 90, Ground Floor, Nehru Road, Kammanahalli, Bangalore",Cluxi,3.6,15,Kammanahalli
"118, Raghu Building, 1st Floor, 1st Cross, Hanumantha Reddy Layout, Near Horamavu Singal, Banaswadi, Bangalore",Dharani Foods,3.7,26,Banaswadi
"Matrix Building, 1M 504, Hennur Bagalur Road, HRBR Layout 3rd Block, HBR Layout, Bangalore",Best B Restaurant,3.5,12,HBR Layout
"113, OMBR Layout, Chikka Banaswadi, Banaswadi",Sai Bhavan Veg & Non Veg,3.2,11,Banaswadi
"4C-614, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Corner House Ice Cream,4.4,669,Kalyan Nagar
"421, 4th D Main, 5th A Cross, Kalyan Nagar, Bangalore",Mugful Of Stories,4.6,274,Kalyan Nagar
"703, 3rd Cross, HRBR 1st Block, Kalyan Nagar, Bangalore",IceBreakers,3.9,14,Kalyan Nagar
"302 , 5th A Main, Near Banaswadi Police Station, HRBR Layout, Kalyan Nagar, Bangalore",The Original Bistro,4.1,71,Kalyan Nagar
Hennur Bagalur Road,Thran Bakery,3.6,8,Kalyan Nagar
"201, 9th Main, HRBR Layout, 1st Block, Kalyan Nagar, Bangalore",Ibaco,3.9,90,Kalyan Nagar
"608, 4th Cross, Opposite HRBR Club, Kalyan Nagar, Bangalore",Bombay Chowpaty Kulfi,3.7,40,Kalyan Nagar
"604, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",KC Das - Elite Sweets,3.2,29,Kalyan Nagar
"401, Near Jal Vayu Vihar, 5th A Main, 2nd Block, CMR Road, Kalyan Nagar, Bangalore",Baskin Robbins,3.6,27,Kalyan Nagar
"65, Ground Floor, Krishnnanda Main Road, Chellakere, Kalyan Nagar, Bangalore",Smooth,0.0,0,Kalyan Nagar
"533, Elegant Privelege, G 02, 5th Cross, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Just Bake,3.0,38,Kalyan Nagar
"533,Elegant Privileged, 4th Cross, HRBR Layout, Kalyan Nagar, Bangalore",Dream Scoopers,3.4,16,Kalyan Nagar
"111/B, Ground Floor, 1st Main, 1st Stage, 1st Block, HBR Layout, Bangalore",Amma's Pastries,3.9,130,HBR Layout
"404, HRBR Layout, 3rd Block, Mariyappa Circle, Opposite Jala Vayu Vihar, Kammanahalli Main Road, Kammanahalli, Bangalore",Bake N Joy,3.5,6,Kammanahalli
"201/A, 1st Stage, 2nd Block, HBR Layout, Bangalore",Sri Venkateshwara Sweets Chats Juice Centre,3.4,5,HBR Layout
"Grace Complex, CMR Road, Kammanahalli, Bangalore",Cafe Coffee Day,3.1,10,Kammanahalli
"19, Northwoods, Vaddarapalya, Hennur Agara Main Road, Hennur, Bangalore",A Little For Love,3.4,12,Hennur
"1, CM Complex, Next To Utham Sagar, Subbalhana Palya, 80 Feet Road, Banaswadi, Bangalore",Arun Icecreams,3.1,6,Banaswadi
"663, OMBR Layout, Opposite B Channsandra Bus Stop, Banaswadi, Bangalore",CAD (M) CAD (B),3.2,6,Banaswadi
"G-1/2, First Avenue, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",BYLI - Bet You Love It!,4.2,1989,Kalyan Nagar
"507, Ground Floor, 4th Cross, 2nd Block, CMR Road, HRBR Layout, Kalyan Nagar, Bangalore",Thran,4.2,308,Kalyan Nagar
"418, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Chung Wah,4.0,702,Kalyan Nagar
"229, 7th Main Road, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore",Fiddler's Green,3.9,74,Kalyan Nagar
"315, 4th Floor, 7th Main, HRBR Layout 2nd block, Kalyan Nagar, Bangalore",Agent Jack's Bar,4.0,377,Kalyan Nagar
"421, Opposite BSNL Office, 3rd Cross, 2nd Block, CMR Road, Kalyan Nagar, Bangalore",A2B - Adyar Ananda Bhavan,3.6,244,Kalyan Nagar
"604, 2nd Block, HBR Layout Kalyan Nagar, Bangalore",Swagatham Rayalaseema Ruchulu,3.3,24,Kalyan Nagar
"Hotel Jamayca, 4-GM-426, 2nd Block, HRBR Layout, Outer Ring Road, Kalyan Nagar, Bangalore",Tang of Jamaica,3.4,28,Kalyan Nagar
"218, 1st Floor, 7th Main, 80 Feet Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",Specialist Restaurant,3.1,9,Kalyan Nagar
"310, AVR Base, 5th B Cross, HRBR Layout, 3rd Block, Kalyan Nagar, Bangalore",Pizza Hut,2.7,434,Kalyan Nagar
"414A, 7th Main Road, HRBR Layout 1st Block, Kalyan Nagar, Bangalore",Mavalli Tiffin Room (MTR),4.1,203,Kalyan Nagar
"165, 7th Cross, Nanjappa Garden, Babusabpalya, Kalyan Nagar, Bangalore",Five Star Chicken,3.3,14,Kalyan Nagar
"401, 1st Floor, 5th 'A' Main, HRBR, Layout, Kalyan Nagar, Bangalore",Vietnamese Kitchen,3.1,6,Kalyan Nagar
"602, CMR Road, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore",New Udupi Upahara,3.6,84,Kalyan Nagar
"224, HRBR Layout, 3rd Block, Opposite Silver Line Diagnostics, Kalyan Nagar, Bangalore",Chetty's Coffee,3.5,87,Kalyan Nagar
"282/1, Behind Sony Center, Hennur Ring Road Circle, Kalyan Nagar, Bangalore",Bhuvaneshwari Mess,0.0,0,Kalyan Nagar
"64, 80 Feet Road, Subbanapalya, Kalyan Nagar, Bangalore",Bismilla Kabab & Biryani Centre,3.2,4,Kalyan Nagar
"915, 1st Block Babusapalya, Kalyan Nagar, Bangalore",Sri Krishna Bhavan,3.5,14,Kalyan Nagar
"70, 7th Cross, Nanjappa Garden, Babusab Palya, Kalyan Nagar, Bangalore",Juba Cafe,3.4,13,Kalyan Nagar
"Ground Floor, 403, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Paranthas and Dosas,3.7,300,Kalyan Nagar
"Flat 302, 403, 2nd Main, Kasturinagar, East Of NGEF Layout Kalyan Nagar, Bangalore",Nine2twelve,0.0,0,Kalyan Nagar
"IB Road, Lorry Stand, Kushaal Nagar, Ward 10, Kalyan Nagar, Bangalore",New Taj Biryani Centre,0.0,0,Kalyan Nagar
